Algorithm,Map,Path_Length,Visited,Success,Hesitations,Time_ms,Path_Risk_Score
Risk-Penalized Greedy,Milan_1_256.map,329,333,1,0,10.40925702545792,181.0
BFS,Milan_1_256.map,315,44270,1,0,315.55832500453107,454.0
DFS,Milan_1_256.map,1907,19380,1,0,59.35020500328392,4039.0
Dijkstra,Milan_1_256.map,315,44186,1,0,273.40479000122286,454.0
Greedy,Milan_1_256.map,323,325,1,0,2.4918109993450344,618.0
ZEN,Berlin_2_256.map,455,1347,1,0,10.370509000495076,400.0
A*,Berlin_2_256.map,455,15485,1,0,99.01276099844836,2254.0
Weighted A*,Berlin_2_256.map,455,1201,1,0,7.549294998170808,2243.0
Chance-Constrained A*,Berlin_2_256.map,0,262145,0,0,3711.122117994819,0.0
CVaR A*,Berlin_2_256.map,0,262145,0,0,4017.046182998456,0.0
Risk-Penalized A*,Berlin_2_256.map,459,10880,1,0,83.84154000668786,0.0
Risk-Penalized Dijkstra,Berlin_2_256.map,459,39618,1,0,285.2049490029458,0.0
Risk-Penalized Greedy,Berlin_2_256.map,469,1009,1,0,6.457404990214855,192.0
BFS,Berlin_2_256.map,455,42831,1,0,143.63420600420795,2078.0
DFS,Berlin_2_256.map,3393,13937,1,0,34.78636100771837,6932.0
Dijkstra,Berlin_2_256.map,455,42733,1,0,254.65398200321945,2254.0
Greedy,Berlin_2_256.map,477,1010,1,0,5.729600990889594,2550.0
ZEN,Milan_2_1024.map,1233,183987,1,0,2446.0365179984365,0.0
A*,Milan_2_1024.map,1233,203472,1,0,2366.6982159775216,2261.0
Weighted A*,Milan_2_1024.map,1327,45575,1,0,671.3988439878449,2121.0
Chance-Constrained A*,Milan_2_1024.map,0,4194305,0,0,240227.77037098425,0.0
CVaR A*,Milan_2_1024.map,0,4194305,0,0,385743.7855809985,0.0
Risk-Penalized A*,Milan_2_1024.map,1233,184293,1,0,2100.105588993756,0.0
Risk-Penalized Dijkstra,Milan_2_1024.map,1233,735340,1,0,8222.76183500071,0.0
Risk-Penalized Greedy,Milan_2_1024.map,1829,32297,1,0,232.02823399333283,477.0
BFS,Milan_2_1024.map,1233,736368,1,0,3488.3484239981044,2097.0
DFS,Milan_2_1024.map,81859,537134,1,0,2198.40803401894,36589.0
Dijkstra,Milan_2_1024.map,1233,736162,1,0,6735.359406011412,2261.0
Greedy,Milan_2_1024.map,1853,31679,1,0,216.88435800024308,6678.0
ZEN,Sydney_2_256.map,300,12047,1,0,136.89017100841738,0.0
A*,Sydney_2_256.map,300,13587,1,0,134.40289002028294,896.0
Weighted A*,Sydney_2_256.map,342,2813,1,0,33.997254009591416,1629.0
Chance-Constrained A*,Sydney_2_256.map,0,262145,0,0,4264.327510987641,0.0
CVaR A*,Sydney_2_256.map,0,262145,0,0,5837.185807991773,0.0
Risk-Penalized A*,Sydney_2_256.map,300,12047,1,0,178.85797200142406,0.0
Risk-Penalized Dijkstra,Sydney_2_256.map,300,42606,1,0,529.42570700543,0.0
Risk-Penalized Greedy,Sydney_2_256.map,436,2476,1,0,30.602997983805835,1355.0
BFS,Sydney_2_256.map,300,43732,1,0,176.97623700951226,435.0
DFS,Sydney_2_256.map,6832,44100,1,0,210.53857798688117,9419.0
Dijkstra,Sydney_2_256.map,300,43678,1,0,266.36975101428106,896.0
Greedy,Sydney_2_256.map,506,2165,1,0,11.049341992475092,3004.0
ZEN,London_1_256.map,316,13539,1,0,153.68269197642803,511.0
A*,London_1_256.map,316,13551,1,0,170.06424299324863,1259.0
Weighted A*,London_1_256.map,324,8578,1,0,69.85623599030077,1303.0
Chance-Constrained A*,London_1_256.map,0,262145,0,0,4924.632169975666,0.0
CVaR A*,London_1_256.map,0,262145,0,0,4234.012733999407,0.0
Risk-Penalized A*,London_1_256.map,336,22593,1,0,179.5127630175557,51.0
Risk-Penalized Dijkstra,London_1_256.map,336,44710,1,0,333.1262540013995,51.0
Risk-Penalized Greedy,London_1_256.map,400,1466,1,0,8.978203986771405,463.0
BFS,London_1_256.map,316,42633,1,0,143.36139798979275,1600.0
DFS,London_1_256.map,3846,18613,1,0,48.59733799821697,10916.0
Dijkstra,London_1_256.map,316,42613,1,0,251.44154200097543,1213.0
Greedy,London_1_256.map,406,1427,1,0,7.897912990301847,1668.0
ZEN,Milan_0_1024.map,1338,240939,1,0,3536.5020580065902,0.0
A*,Milan_0_1024.map,1338,269000,1,0,2606.619605998276,2559.0
Weighted A*,Milan_0_1024.map,1424,4329,1,0,40.4858439869713,3961.0
Chance-Constrained A*,Milan_0_1024.map,0,4194305,0,0,78715.67192100338,0.0
CVaR A*,Milan_0_1024.map,0,4194305,0,0,52516.59095802461,0.0
Risk-Penalized A*,Milan_0_1024.map,1338,241358,1,0,1079.5716079883275,0.0
Risk-Penalized Dijkstra,Milan_0_1024.map,1338,784189,1,0,3463.634618005017,0.0
Risk-Penalized Greedy,Milan_0_1024.map,1458,1700,1,0,6.757314025890082,195.0
BFS,Milan_0_1024.map,1338,784459,1,0,1501.61176599795,910.0
DFS,Milan_0_1024.map,88916,590355,1,0,940.2732650050892,51726.0
Dijkstra,Milan_0_1024.map,1338,784302,1,0,2741.0769579873886,2559.0
Greedy,Milan_0_1024.map,1452,1622,1,0,5.032416025642306,4528.0
ZEN,London_0_256.map,43,338,1,0,1.9911970011889932,42.0
A*,London_0_256.map,43,338,1,0,1.44933199044317,164.0
Weighted A*,London_0_256.map,43,43,1,0,0.2597010170575231,164.0
Chance-Constrained A*,London_0_256.map,43,15486,1,0,150.1875029935036,42.0
CVaR A*,London_0_256.map,43,15486,1,0,288.2405190030113,42.0
Risk-Penalized A*,London_0_256.map,43,585,1,0,3.702832997078076,42.0
Risk-Penalized Dijkstra,London_0_256.map,43,962,1,0,5.208028014749289,42.0
Risk-Penalized Greedy,London_0_256.map,43,53,1,0,0.3085070056840777,42.0
BFS,London_0_256.map,43,1008,1,0,2.2005380014888942,155.0
DFS,London_0_256.map,147,967,1,0,1.7073960043489933,216.0
Dijkstra,London_0_256.map,43,992,1,0,3.5993419878650457,164.0
Greedy,London_0_256.map,43,43,1,0,0.2110920031554997,164.0
ZEN,Paris_1_256.map,290,4387,1,0,39.04942300869152,110.0
A*,Paris_1_256.map,290,5188,1,0,30.16033599851653,860.0
Weighted A*,Paris_1_256.map,358,3141,1,0,23.451226006727666,1433.0
Chance-Constrained A*,Paris_1_256.map,0,262145,0,0,3918.855611991603,0.0
CVaR A*,Paris_1_256.map,0,262145,0,0,4436.157663993072,0.0
Risk-Penalized A*,Paris_1_256.map,314,18036,1,0,144.18771798955277,36.0
Risk-Penalized Dijkstra,Paris_1_256.map,314,42657,1,0,353.8867440074682,36.0
Risk-Penalized Greedy,Paris_1_256.map,492,1594,1,0,13.606578984763471,270.0
BFS,Paris_1_256.map,290,41669,1,0,160.98431899445131,873.0
DFS,Paris_1_256.map,3476,41887,1,0,139.33485298184678,8957.0
Dijkstra,Paris_1_256.map,290,41648,1,0,282.9490659933072,860.0
Greedy,Paris_1_256.map,524,1528,1,0,7.816645986167714,3060.0
ZEN,Denver_1_512.map,552,1662,1,0,22.306180006125945,0.0
A*,Denver_1_512.map,552,56218,1,0,416.0311370214913,1951.0
Weighted A*,Denver_1_512.map,570,2371,1,0,17.961380013730377,2395.0
Chance-Constrained A*,Denver_1_512.map,0,1048577,0,0,22585.504843009403,0.0
CVaR A*,Denver_1_512.map,0,1048577,0,0,20757.152631995268,0.0
Risk-Penalized A*,Denver_1_512.map,552,53021,1,0,497.9227030125912,0.0
Risk-Penalized Dijkstra,Denver_1_512.map,552,191013,1,0,1969.307192979613,0.0
Risk-Penalized Greedy,Denver_1_512.map,610,2602,1,0,23.356997000519183,96.0
BFS,Denver_1_512.map,552,191422,1,0,942.041174013866,1951.0
DFS,Denver_1_512.map,34802,81246,1,0,228.7853519956116,14983.0
Dijkstra,Denver_1_512.map,552,191328,1,0,1443.332882015966,1951.0
Greedy,Denver_1_512.map,612,2704,1,0,16.847413004143164,2632.0
ZEN,NewYork_1_256.map,295,2632,1,0,31.33212201646529,0.0
A*,NewYork_1_256.map,295,8473,1,0,46.86837299959734,1326.0
Weighted A*,NewYork_1_256.map,329,3024,1,0,24.851521011441942,1015.0
Chance-Constrained A*,NewYork_1_256.map,0,262145,0,0,3696.6704999795184,0.0
CVaR A*,NewYork_1_256.map,0,262145,0,0,3901.7478360037785,0.0
Risk-Penalized A*,NewYork_1_256.map,295,4754,1,0,38.75479500857182,0.0
Risk-Penalized Dijkstra,NewYork_1_256.map,295,44061,1,0,366.07750700204633,0.0
Risk-Penalized Greedy,NewYork_1_256.map,407,894,1,0,6.11541498801671,213.0
BFS,NewYork_1_256.map,295,45130,1,0,164.4797039916739,1326.0
DFS,NewYork_1_256.map,2653,27292,1,0,89.90130599704571,5499.0
Dijkstra,NewYork_1_256.map,295,45029,1,0,294.7517270222306,1326.0
Greedy,NewYork_1_256.map,407,745,1,0,4.610269999830052,1422.0
ZEN,Berlin_2_1024.map,890,890,1,0,20.56131901917979,0.0
A*,Berlin_2_1024.map,890,103087,1,0,887.3135579924565,2784.0
Weighted A*,Berlin_2_1024.map,890,902,1,0,8.886572002666071,2784.0
Chance-Constrained A*,Berlin_2_1024.map,0,4194305,0,0,110076.92318901536,0.0
CVaR A*,Berlin_2_1024.map,0,4194305,0,0,102522.1748019976,0.0
Risk-Penalized A*,Berlin_2_1024.map,890,99054,1,0,1133.7644119921606,0.0
Risk-Penalized Dijkstra,Berlin_2_1024.map,890,685665,1,0,7922.814502991969,0.0
Risk-Penalized Greedy,Berlin_2_1024.map,890,890,1,0,10.840130998985842,0.0
BFS,Berlin_2_1024.map,890,692361,1,0,3261.5308729873504,2784.0
DFS,Berlin_2_1024.map,70784,282681,1,0,1315.0387089990545,25989.0
Dijkstra,Berlin_2_1024.map,890,691153,1,0,6273.175695998361,2784.0
Greedy,Berlin_2_1024.map,894,898,1,0,8.308365009725094,2843.0
ZEN,Boston_0_256.map,416,1404,1,0,15.662671998143196,107.0
A*,Boston_0_256.map,416,7543,1,0,49.12039899500087,1988.0
Weighted A*,Boston_0_256.map,438,991,1,0,7.402891002129763,2006.0
Chance-Constrained A*,Boston_0_256.map,0,262145,0,0,3920.0307530118152,0.0
CVaR A*,Boston_0_256.map,0,262145,0,0,4340.867834020173,0.0
Risk-Penalized A*,Boston_0_256.map,424,3955,1,0,28.345532016828656,11.0
Risk-Penalized Dijkstra,Boston_0_256.map,424,38142,1,0,319.21262899413705,11.0
Risk-Penalized Greedy,Boston_0_256.map,542,692,1,0,8.290130994282663,640.0
BFS,Boston_0_256.map,416,45944,1,0,166.97152602137066,1999.0
DFS,Boston_0_256.map,3842,18065,1,0,57.20716499490664,12640.0
Dijkstra,Boston_0_256.map,416,45881,1,0,332.0753019943368,1988.0
Greedy,Boston_0_256.map,554,661,1,0,4.523787007201463,2936.0
ZEN,London_2_256.map,385,7610,1,0,91.43442299682648,984.0
A*,London_2_256.map,385,7922,1,0,52.241038996726274,1801.0
Weighted A*,London_2_256.map,385,1288,1,0,9.50394498067908,1801.0
Chance-Constrained A*,London_2_256.map,0,262145,0,0,3387.957578001078,0.0
CVaR A*,London_2_256.map,0,262145,0,0,4203.564586990979,0.0
Risk-Penalized A*,London_2_256.map,511,28271,1,0,225.503010005923,222.0
Risk-Penalized Dijkstra,London_2_256.map,511,46119,1,0,346.5452340024058,222.0
Risk-Penalized Greedy,London_2_256.map,391,842,1,0,5.9329130162950605,631.0
BFS,London_2_256.map,385,44139,1,0,148.24770099949092,1358.0
DFS,London_2_256.map,5219,23696,1,0,70.30441201641224,16333.0
Dijkstra,London_2_256.map,385,44008,1,0,276.54460302437656,1801.0
Greedy,London_2_256.map,393,619,1,0,3.596392023609951,1879.0
ZEN,Milan_1_512.map,647,2158,1,0,29.54729099292308,55.0
A*,Milan_1_512.map,647,60038,1,0,496.4925599924754,1108.0
Weighted A*,Milan_1_512.map,657,974,1,0,8.735041978070512,1224.0
Chance-Constrained A*,Milan_1_512.map,0,1048577,0,0,17583.839184982935,0.0
CVaR A*,Milan_1_512.map,0,1048577,0,0,20182.925408007577,0.0
Risk-Penalized A*,Milan_1_512.map,653,56176,1,0,539.1611350059975,26.0
Risk-Penalized Dijkstra,Milan_1_512.map,653,189021,1,0,2014.0060900012031,26.0
Risk-Penalized Greedy,Milan_1_512.map,697,928,1,0,7.88360700244084,231.0
BFS,Milan_1_512.map,647,192238,1,0,882.6816569780931,1108.0
DFS,Milan_1_512.map,15941,126787,1,0,674.6053519891575,15208.0
Dijkstra,Milan_1_512.map,647,192151,1,0,1590.5377360177226,1108.0
Greedy,Milan_1_512.map,729,2996,1,0,28.94690597895533,1792.0
ZEN,Moscow_0_256.map,401,18292,1,0,278.78939200309105,76.0
A*,Moscow_0_256.map,401,18428,1,0,126.61267298972234,1615.0
Weighted A*,Moscow_0_256.map,413,739,1,0,5.698135995771736,1655.0
Chance-Constrained A*,Moscow_0_256.map,0,262145,0,0,3863.009388005594,0.0
CVaR A*,Moscow_0_256.map,0,262145,0,0,4390.228627016768,0.0
Risk-Penalized A*,Moscow_0_256.map,405,19006,1,0,179.74825701094232,10.0
Risk-Penalized Dijkstra,Moscow_0_256.map,405,47062,1,0,381.6412649757695,10.0
Risk-Penalized Greedy,Moscow_0_256.map,435,444,1,0,7.802370004355907,237.0
BFS,Moscow_0_256.map,401,47182,1,0,152.8062889992725,1616.0
DFS,Moscow_0_256.map,5217,25964,1,0,75.615726003889,11582.0
Dijkstra,Moscow_0_256.map,401,47151,1,0,313.0549869965762,1595.0
Greedy,Moscow_0_256.map,453,472,1,0,3.3352299942635,2219.0
ZEN,Denver_0_512.map,553,553,1,0,10.993820993462576,0.0
A*,Denver_0_512.map,553,25506,1,0,168.16997999558225,652.0
Weighted A*,Denver_0_512.map,553,554,1,0,6.582903995877132,652.0
Chance-Constrained A*,Denver_0_512.map,0,1048577,0,0,32157.048494991614,0.0
CVaR A*,Denver_0_512.map,0,1048577,0,0,25892.539188003862,0.0
Risk-Penalized A*,Denver_0_512.map,553,22435,1,0,257.7978959889151,0.0
Risk-Penalized Dijkstra,Denver_0_512.map,553,163721,1,0,1756.319969019387,0.0
Risk-Penalized Greedy,Denver_0_512.map,553,553,1,0,7.076934009091929,0.0
BFS,Denver_0_512.map,553,164739,1,0,722.5941630022135,652.0
DFS,Denver_0_512.map,36977,83584,1,0,223.11794900451787,17748.0
Dijkstra,Denver_0_512.map,553,164424,1,0,1215.327033016365,652.0
Greedy,Denver_0_512.map,553,554,1,0,10.671006981283426,652.0
ZEN,NewYork_0_256.map,270,6927,1,0,55.22326199570671,0.0
A*,NewYork_0_256.map,270,9124,1,0,57.06001000362448,898.0
Weighted A*,NewYork_0_256.map,312,2342,1,0,16.797247022623196,592.0
Chance-Constrained A*,NewYork_0_256.map,0,262145,0,0,3584.697903017513,0.0
CVaR A*,NewYork_0_256.map,0,262145,0,0,3932.142146979458,0.0
Risk-Penalized A*,NewYork_0_256.map,270,6961,1,0,56.67767001432367,0.0
Risk-Penalized Dijkstra,NewYork_0_256.map,270,44597,1,0,377.5999750068877,0.0
Risk-Penalized Greedy,NewYork_0_256.map,326,646,1,0,4.469072999199852,77.0
BFS,NewYork_0_256.map,270,44944,1,0,154.85751800588332,646.0
DFS,NewYork_0_256.map,5442,31726,1,0,92.951061000349,7674.0
Dijkstra,NewYork_0_256.map,270,44922,1,0,269.46665000286885,898.0
Greedy,NewYork_0_256.map,324,600,1,0,3.8901469961274415,920.0
ZEN,Shanghai_0_512.map,549,1356,1,0,18.75072999973781,0.0
A*,Shanghai_0_512.map,549,60224,1,0,434.89963898900896,520.0
Weighted A*,Shanghai_0_512.map,569,1636,1,0,12.219525000546128,614.0
Chance-Constrained A*,Shanghai_0_512.map,0,1048577,0,0,18451.864375994774,0.0
CVaR A*,Shanghai_0_512.map,0,1048577,0,0,18443.34273398272,0.0
Risk-Penalized A*,Shanghai_0_512.map,549,58257,1,0,561.6958519967739,0.0
Risk-Penalized Dijkstra,Shanghai_0_512.map,549,189563,1,0,1931.1221170064528,0.0
Risk-Penalized Greedy,Shanghai_0_512.map,597,597,1,0,6.455849012127146,78.0
BFS,Shanghai_0_512.map,549,189971,1,0,849.1038460051641,520.0
DFS,Shanghai_0_512.map,22445,86933,1,0,276.68668000842445,6434.0
Dijkstra,Shanghai_0_512.map,549,189716,1,0,1416.4068670070264,520.0
Greedy,Shanghai_0_512.map,595,595,1,0,6.254776002606377,794.0
ZEN,Boston_1_1024.map,868,114835,1,0,1482.138665014645,0.0
A*,Boston_1_1024.map,868,121658,1,0,1121.2542820139788,3168.0
Weighted A*,Boston_1_1024.map,902,1074,1,0,12.74665497476235,3781.0
Chance-Constrained A*,Boston_1_1024.map,0,4194305,0,0,150286.07669801568,0.0
CVaR A*,Boston_1_1024.map,0,4194305,0,0,207102.741108014,0.0
Risk-Penalized A*,Boston_1_1024.map,868,115062,1,0,2962.437592999777,0.0
Risk-Penalized Dijkstra,Boston_1_1024.map,868,731095,1,0,15516.807381995022,0.0
Risk-Penalized Greedy,Boston_1_1024.map,908,908,1,0,34.11248899647035,148.0
BFS,Boston_1_1024.map,868,732119,1,0,6066.857669997262,2425.0
DFS,Boston_1_1024.map,71444,648868,1,0,4284.802276000846,26840.0
Dijkstra,Boston_1_1024.map,868,732069,1,0,13735.738857998513,3168.0
Greedy,Boston_1_1024.map,908,908,1,0,90.54019398172386,3886.0
ZEN,Berlin_0_256.map,283,3692,1,0,27.874569001141936,354.0
A*,Berlin_0_256.map,283,5847,1,0,34.31390901096165,800.0
Weighted A*,Berlin_0_256.map,295,2443,1,0,16.213195980526507,940.0
Chance-Constrained A*,Berlin_0_256.map,0,262145,0,0,3596.20682100649,0.0
CVaR A*,Berlin_0_256.map,0,262145,0,0,4038.88542499044,0.0
Risk-Penalized A*,Berlin_0_256.map,287,5498,1,0,36.07783501502127,0.0
Risk-Penalized Dijkstra,Berlin_0_256.map,287,39314,1,0,285.3971389995422,0.0
Risk-Penalized Greedy,Berlin_0_256.map,311,776,1,0,5.389806989114732,244.0
BFS,Berlin_0_256.map,283,39768,1,0,139.89342498825863,420.0
DFS,Berlin_0_256.map,2705,43957,1,0,145.675970998127,3151.0
Dijkstra,Berlin_0_256.map,283,39630,1,0,229.4314850005321,800.0
Greedy,Berlin_0_256.map,329,770,1,0,3.9085239986889055,1425.0
ZEN,Boston_2_512.map,468,18973,1,0,168.60471799736845,0.0
A*,Boston_2_512.map,468,21549,1,0,158.4196039766539,1391.0
Weighted A*,Boston_2_512.map,566,6048,1,0,52.90032899938524,2399.0
Chance-Constrained A*,Boston_2_512.map,0,1048577,0,0,18804.45914299344,0.0
CVaR A*,Boston_2_512.map,0,1048577,0,0,21597.552367980825,0.0
Risk-Penalized A*,Boston_2_512.map,468,19093,1,0,186.99838098837063,0.0
Risk-Penalized Dijkstra,Boston_2_512.map,468,184409,1,0,1975.5421729933005,0.0
Risk-Penalized Greedy,Boston_2_512.map,676,2317,1,0,18.25672699487768,139.0
BFS,Boston_2_512.map,468,184934,1,0,810.3278649796266,829.0
DFS,Boston_2_512.map,12766,177010,1,0,850.8871179947164,14273.0
Dijkstra,Boston_2_512.map,468,184817,1,0,1716.087434993824,1391.0
Greedy,Boston_2_512.map,662,2100,1,0,15.921324986265972,3461.0
ZEN,Milan_2_256.map,393,23891,1,0,202.70975399762392,241.0
A*,Milan_2_256.map,393,24053,1,0,157.12149199680425,1870.0
Weighted A*,Milan_2_256.map,403,3175,1,0,28.636526985792443,1837.0
Chance-Constrained A*,Milan_2_256.map,0,262145,0,0,3684.658256999682,0.0
CVaR A*,Milan_2_256.map,0,262145,0,0,4368.389226990985,0.0
Risk-Penalized A*,Milan_2_256.map,397,27708,1,0,239.38056800398044,44.0
Risk-Penalized Dijkstra,Milan_2_256.map,397,46600,1,0,354.01467999327,44.0
Risk-Penalized Greedy,Milan_2_256.map,465,1236,1,0,7.60815799003467,370.0
BFS,Milan_2_256.map,393,46673,1,0,149.65871500317007,1120.0
DFS,Milan_2_256.map,7419,30083,1,0,74.94755199877545,15209.0
Dijkstra,Milan_2_256.map,393,46652,1,0,256.0040120151825,1867.0
Greedy,Milan_2_256.map,463,1156,1,0,6.287338008405641,2210.0
ZEN,Denver_2_512.map,587,1892,1,0,25.658690981799737,320.0
A*,Denver_2_512.map,587,39347,1,0,293.4381590166595,2066.0
Weighted A*,Denver_2_512.map,625,2156,1,0,17.276887025218457,1824.0
Chance-Constrained A*,Denver_2_512.map,0,1048577,0,0,21029.550645995187,0.0
CVaR A*,Denver_2_512.map,0,1048577,0,0,23040.916341997217,0.0
Risk-Penalized A*,Denver_2_512.map,591,35351,1,0,340.014336979948,0.0
Risk-Penalized Dijkstra,Denver_2_512.map,591,189775,1,0,1761.2562580034137,0.0
Risk-Penalized Greedy,Denver_2_512.map,635,905,1,0,8.9465850032866,56.0
BFS,Denver_2_512.map,587,190180,1,0,947.4093349999748,2066.0
DFS,Denver_2_512.map,32899,68867,1,0,215.90061197639443,17780.0
Dijkstra,Denver_2_512.map,587,190040,1,0,1766.6359249851666,2066.0
Greedy,Denver_2_512.map,631,897,1,0,16.592795989708975,1903.0
ZEN,Paris_2_1024.map,1294,188794,1,0,2031.3578940113075,0.0
A*,Paris_2_1024.map,1294,198803,1,0,1744.3174030049704,53.0
Weighted A*,Paris_2_1024.map,1294,1294,1,0,17.46473798993975,53.0
Chance-Constrained A*,Paris_2_1024.map,0,4194305,0,0,100410.84138999577,0.0
CVaR A*,Paris_2_1024.map,0,4194305,0,0,103426.48471801658,0.0
Risk-Penalized A*,Paris_2_1024.map,1294,188794,1,0,1156.5385730064008,0.0
Risk-Penalized Dijkstra,Paris_2_1024.map,1294,726498,1,0,4444.874959008303,0.0
Risk-Penalized Greedy,Paris_2_1024.map,1294,1294,1,0,7.121978997020051,0.0
BFS,Paris_2_1024.map,1294,731195,1,0,1906.310227990616,5363.0
DFS,Paris_2_1024.map,113686,660430,1,0,1553.5135099780746,47303.0
Dijkstra,Paris_2_1024.map,1294,730825,1,0,3666.1964549857657,53.0
Greedy,Paris_2_1024.map,1294,1294,1,0,6.389120011590421,53.0
ZEN,NewYork_1_1024.map,1202,147503,1,0,2057.939028018154,1258.0
A*,NewYork_1_1024.map,1202,148047,1,0,1815.882709022844,3656.0
Weighted A*,NewYork_1_1024.map,1236,21934,1,0,233.6266989877913,4034.0
Chance-Constrained A*,NewYork_1_1024.map,0,4194305,0,0,181225.60897801304,0.0
CVaR A*,NewYork_1_1024.map,0,4194305,0,0,377099.1560239927,0.0
Risk-Penalized A*,NewYork_1_1024.map,1222,157211,1,0,2622.221163008362,0.0
Risk-Penalized Dijkstra,NewYork_1_1024.map,1222,728887,1,0,16419.612770027015,0.0
Risk-Penalized Greedy,NewYork_1_1024.map,1328,3131,1,0,28.017461008857936,480.0
BFS,NewYork_1_1024.map,1202,723449,1,0,4654.680006002309,3284.0
DFS,NewYork_1_1024.map,52262,721752,1,0,3902.301076013828,30534.0
Dijkstra,NewYork_1_1024.map,1202,723051,1,0,9465.700931003084,3448.0
Greedy,NewYork_1_1024.map,1336,2825,1,0,49.40863000229001,5467.0
ZEN,Milan_2_512.map,560,14062,1,0,184.9497929797508,0.0
A*,Milan_2_512.map,560,49686,1,0,375.6945620116312,1868.0
Weighted A*,Milan_2_512.map,628,4221,1,0,34.59199299686588,2130.0
Chance-Constrained A*,Milan_2_512.map,0,1048577,0,0,16997.44056898635,0.0
CVaR A*,Milan_2_512.map,0,1048577,0,0,19462.381078017643,0.0
Risk-Penalized A*,Milan_2_512.map,560,41976,1,0,411.3345700025093,0.0
Risk-Penalized Dijkstra,Milan_2_512.map,560,188998,1,0,1699.4472139922436,0.0
Risk-Penalized Greedy,Milan_2_512.map,652,968,1,0,7.557620003353804,528.0
BFS,Milan_2_512.map,560,190530,1,0,747.4776220042259,1868.0
DFS,Milan_2_512.map,17144,92993,1,0,310.2443710085936,9653.0
Dijkstra,Milan_2_512.map,560,190460,1,0,1393.6998179997315,1868.0
Greedy,Milan_2_512.map,658,889,1,0,6.566931988345459,1987.0
ZEN,Sydney_0_512.map,772,938,1,0,17.385794984875247,0.0
A*,Sydney_0_512.map,772,84865,1,0,657.3481489904225,1179.0
Weighted A*,Sydney_0_512.map,772,772,1,0,7.655252993572503,1179.0
Chance-Constrained A*,Sydney_0_512.map,0,1048577,0,0,18452.622243989023,0.0
CVaR A*,Sydney_0_512.map,0,1048577,0,0,21525.054860976525,0.0
Risk-Penalized A*,Sydney_0_512.map,772,76493,1,0,684.5869609969668,0.0
Risk-Penalized Dijkstra,Sydney_0_512.map,772,179775,1,0,1582.6841050002258,0.0
Risk-Penalized Greedy,Sydney_0_512.map,776,776,1,0,8.110610011499375,35.0
BFS,Sydney_0_512.map,772,180092,1,0,756.0113130020909,1179.0
DFS,Sydney_0_512.map,25412,96292,1,0,302.758202975383,11868.0
Dijkstra,Sydney_0_512.map,772,179893,1,0,1313.256374996854,1179.0
Greedy,Sydney_0_512.map,772,772,1,0,7.572992995847017,1179.0
ZEN,Milan_1_1024.map,1116,124529,1,0,1130.8013410016429,0.0
A*,Milan_1_1024.map,1116,128483,1,0,1012.2572369873524,1958.0
Weighted A*,Milan_1_1024.map,1334,18801,1,0,217.20770400133915,3931.0
Chance-Constrained A*,Milan_1_1024.map,0,4194305,0,0,221578.5785170156,0.0
CVaR A*,Milan_1_1024.map,0,4194305,0,0,372020.0588910084,0.0
Risk-Penalized A*,Milan_1_1024.map,1116,124529,1,0,1168.0340839957353,0.0
Risk-Penalized Dijkstra,Milan_1_1024.map,1116,618975,1,0,6254.189413011773,0.0
Risk-Penalized Greedy,Milan_1_1024.map,1394,3126,1,0,29.994547978276387,379.0
BFS,Milan_1_1024.map,1116,623736,1,0,3158.485769003164,1122.0
DFS,Milan_1_1024.map,111984,470319,1,0,1954.1525809909217,39191.0
Dijkstra,Milan_1_1024.map,1116,623588,1,0,5984.121910005342,1958.0
Greedy,Milan_1_1024.map,1386,2845,1,0,25.517529022181407,4576.0
ZEN,Milan_0_256.map,200,4484,1,0,57.43493098998442,0.0
A*,Milan_0_256.map,200,5342,1,0,31.29659898695536,940.0
Weighted A*,Milan_0_256.map,220,386,1,0,2.732526016188785,1272.0
Chance-Constrained A*,Milan_0_256.map,0,262145,0,0,5842.5952040124685,0.0
CVaR A*,Milan_0_256.map,0,262145,0,0,6805.410190019757,0.0
Risk-Penalized A*,Milan_0_256.map,200,4484,1,0,35.21132099558599,0.0
Risk-Penalized Dijkstra,Milan_0_256.map,200,38405,1,0,341.3576740131248,0.0
Risk-Penalized Greedy,Milan_0_256.map,236,287,1,0,2.483277989085764,93.0
BFS,Milan_0_256.map,200,41016,1,0,153.5028779762797,0.0
DFS,Milan_0_256.map,6496,40469,1,0,202.53446701099165,10280.0
Dijkstra,Milan_0_256.map,200,40972,1,0,374.17802098207176,940.0
Greedy,Milan_0_256.map,230,278,1,0,4.940158018143848,1384.0
ZEN,Sydney_2_512.map,591,3956,1,0,85.64511497388594,0.0
A*,Sydney_2_512.map,591,44672,1,0,422.5224209949374,1382.0
Weighted A*,Sydney_2_512.map,603,6210,1,0,55.72082599974237,1454.0
Chance-Constrained A*,Sydney_2_512.map,0,1048577,0,0,27271.21088700369,0.0
CVaR A*,Sydney_2_512.map,0,1048577,0,0,25581.176609994145,0.0
Risk-Penalized A*,Sydney_2_512.map,591,41004,1,0,405.2124099980574,0.0
Risk-Penalized Dijkstra,Sydney_2_512.map,591,182547,1,0,1827.154647995485,0.0
Risk-Penalized Greedy,Sydney_2_512.map,811,9852,1,0,73.88201300636865,40.0
BFS,Sydney_2_512.map,591,183403,1,0,822.1056920010597,1382.0
DFS,Sydney_2_512.map,29779,77584,1,0,212.10007098852657,11871.0
